Hospital_ID,Hospital_Name,State,Region_Type,Population_Density,Total_Beds,Occupied_Beds,Doctors_Count,Nurses_Count,Daily_Patient_Inflow,Emergency_Cases,OPD_Visits,IPD_Admissions,Avg_Treatment_Cost,Equipment_Availability_Index,Medicine_Stock_Index,Distance_to_Nearest_City_km,Satisfaction_Score,Mortality_Rate
798,Hospital_798,Kerala,Rural,7136,464,323,43,165,660,198,931,21,19633,0.52,0.89,41.95,3.7,4.56
799,Hospital_799,Karnataka,Rural,6587,400,155,21,12,777,107,1003,290,1905,0.32,0.46,80.13,2.69,3.18
800,Hospital_800,Karnataka,Rural,17542,180,180,23,16,57,175,875,92,11679,0.82,0.77,60.32,3.6,3.47
801,Hospital_801,Karnataka,Rural,18532,85,85,52,197,382,19,1041,64,4075,0.97,0.72,36.14,4,0.37
802,Hospital_802,Karnataka,Rural,4348,305,261,39,13,640,36,927,140,3227,0.45,0.66,20.99,4.75,0.46
803,Hospital_803,Maharashtra,Urban,18960,258,258,36,142,328,129,234,134,6987,0.54,0.62,81.78,3.82,0.98
804,Hospital_804,Delhi,Urban,4703,39,39,51,148,71,191,1464,60,15260,0.44,0.64,56.46,3.18,1.44
805,Hospital_805,Kerala,Rural,12732,207,207,51,134,20,35,1496,36,6791,0.95,0.88,98.76,2.49,3.82
806,Hospital_806,Kerala,Urban,320,101,98,68,24,30,132,1085,174,3001,0.31,0.93,37.98,4.57,2.23
807,Hospital_807,Karnataka,Rural,14326,382,382,50,22,845,63,129,290,17821,0.71,0.29,68.89,4.17,0.48
808,Hospital_808,Karnataka,Rural,4918,221,67,39,127,766,6,858,42,10772,0.91,0.66,62.66,1.31,4.28
809,Hospital_809,Tamil Nadu,Urban,7449,427,72,98,16,659,197,351,71,2255,0.43,0.93,64.12,3.8,4.97
810,Hospital_810,Delhi,Rural,5718,151,151,21,113,955,119,1289,154,3890,0.71,0.31,73.96,3.15,2.33
811,Hospital_811,Maharashtra,Rural,9956,56,56,46,15,233,21,1321,180,6316,0.34,0.53,14.77,1.41,2.61
812,Hospital_812,Kerala,Urban,4676,151,151,33,193,975,45,1345,295,18100,0.87,0.27,55.41,3.26,0.48
813,Hospital_813,Tamil Nadu,Urban,18355,96,96,74,73,774,167,182,126,18087,0.49,0.29,51.4,1.77,1.98
814,Hospital_814,Tamil Nadu,Rural,15307,108,108,21,187,575,188,1078,13,2390,0.99,0.92,34.91,3.83,1.92
815,Hospital_815,Kerala,Urban,1562,480,289,85,39,537,109,805,75,11723,0.95,0.56,44.18,2.11,4.83
816,Hospital_816,Maharashtra,Urban,16005,421,81,18,31,687,45,678,69,14329,0.81,0.75,52.36,1.6,3.34
817,Hospital_817,Tamil Nadu,Rural,16352,272,18,28,162,434,27,1059,296,8188,0.65,0.31,32.77,1.33,3.93
818,Hospital_818,Tamil Nadu,Urban,8336,363,363,61,165,27,86,822,238,7000,0.84,0.22,30.02,2.96,0.73
819,Hospital_819,Delhi,Urban,7913,213,213,54,127,24,34,190,109,7216,0.39,0.91,74.09,1.8,2.14
820,Hospital_820,Maharashtra,Rural,2168,195,103,61,93,381,128,532,128,4246,0.52,0.66,7.62,4.42,1.04
821,Hospital_821,Tamil Nadu,Urban,5853,52,52,65,176,713,156,1378,78,19079,0.32,0.22,31.98,1.01,4.31
822,Hospital_822,Maharashtra,Urban,7337,77,77,43,142,131,8,394,161,13514,0.75,0.99,65.72,4.37,0.85
823,Hospital_823,Kerala,Rural,14275,486,446,59,152,292,8,1343,289,16175,0.86,0.59,21.67,3.08,2.25
824,Hospital_824,Karnataka,Rural,6291,220,220,40,99,441,21,1181,230,9693,0.96,0.58,57.65,4.69,0.36
825,Hospital_825,Tamil Nadu,Rural,17998,47,47,41,177,284,190,523,232,4129,0.78,0.7,30.91,1.82,3.21
826,Hospital_826,Delhi,Urban,19082,54,54,18,130,477,193,1155,174,8266,0.81,0.21,84.49,1.41,2.46
827,Hospital_827,Kerala,Rural,14722,144,144,31,115,231,185,1157,220,6647,0.93,0.66,35.65,3.5,2.54
828,Hospital_828,Maharashtra,Rural,1101,413,49,87,78,97,69,1363,288,15613,0.96,0.7,23.72,3.83,0.6
829,Hospital_829,Kerala,Urban,17517,340,340,35,104,801,182,1144,72,14942,0.64,0.44,53.48,2.49,2.62
830,Hospital_830,Tamil Nadu,Rural,14977,61,61,77,86,685,140,224,271,14910,0.38,0.78,14.43,1.05,2.86
831,Hospital_831,Maharashtra,Rural,10332,104,104,85,180,240,146,891,15,1563,0.63,0.5,79.95,2.63,4.82
832,Hospital_832,Karnataka,Rural,4576,412,412,87,10,388,160,1468,257,9330,0.69,0.77,68.32,1.94,0.26
833,Hospital_833,Kerala,Rural,16962,207,78,48,159,977,64,915,238,11434,0.74,0.32,77.28,2.39,4.62
834,Hospital_834,Tamil Nadu,Urban,615,130,130,72,71,366,187,1164,295,9834,0.99,0.93,40.49,3.03,2.45
835,Hospital_835,Delhi,Rural,12578,290,254,52,163,44,139,518,266,10812,0.94,0.9,83.67,3.81,1.13
836,Hospital_836,Maharashtra,Rural,1291,460,374,61,27,995,42,1322,72,3775,0.58,0.32,49.86,4.85,3.36
837,Hospital_837,Kerala,Urban,10960,344,179,79,57,439,16,693,37,1476,0.38,0.95,10.38,1.58,2.63
838,Hospital_838,Kerala,Rural,13548,124,124,26,146,373,67,730,62,12883,0.45,0.65,23.18,3.72,1.21
839,Hospital_839,Karnataka,Urban,6397,425,198,8,10,739,28,1004,261,11906,0.42,0.76,71.39,1.93,3.17
840,Hospital_840,Karnataka,Urban,16755,339,269,85,146,436,182,898,47,12239,0.55,0.87,89.75,1.88,2.42
841,Hospital_841,Delhi,Urban,8434,60,60,76,160,534,134,290,148,4569,0.91,0.27,10.42,3.53,3.48
842,Hospital_842,Delhi,Rural,6108,234,234,50,116,234,43,751,62,16104,0.61,0.34,86.56,4.1,3.48
843,Hospital_843,Tamil Nadu,Urban,8087,90,90,63,182,926,132,389,103,15112,0.7,0.43,80.11,4.91,2.42
844,Hospital_844,Tamil Nadu,Urban,3432,75,26,38,139,131,187,842,103,16834,0.43,0.58,36.3,4.08,2.01
845,Hospital_845,Delhi,Urban,887,426,379,15,151,973,133,793,272,6902,0.64,0.48,69.24,1.63,0.41
846,Hospital_846,Delhi,Rural,6322,255,255,35,47,723,6,512,146,12833,0.91,0.6,19.51,1.9,2.52
847,Hospital_847,Maharashtra,Rural,9973,300,66,15,49,933,173,850,265,845,0.84,0.35,81.53,4.05,1.29
848,Hospital_848,Karnataka,Rural,17106,494,227,60,91,578,184,1348,46,5442,0.36,0.75,66.08,3.11,0.36
849,Hospital_849,Tamil Nadu,Rural,3776,124,116,42,25,447,53,64,151,19826,0.9,0.24,44.44,2.18,1.72
850,Hospital_850,Karnataka,Rural,2672,409,313,25,136,752,45,1114,156,17960,0.49,0.49,86.59,2.89,0.53
851,Hospital_851,Karnataka,Rural,7015,394,394,98,126,718,137,257,17,9863,0.77,0.34,14.78,4.66,2.94
852,Hospital_852,Delhi,Rural,5133,181,181,14,102,581,3,1133,260,4270,0.4,0.78,84.73,4.02,2.57
853,Hospital_853,Maharashtra,Urban,7888,210,210,30,143,728,194,414,144,11853,0.77,0.91,3.36,2.8,3.98
854,Hospital_854,Kerala,Urban,15789,28,28,95,12,235,152,1313,68,8924,0.32,0.26,75.57,4.92,1.41
855,Hospital_855,Maharashtra,Urban,11552,79,79,12,23,432,90,657,132,12490,0.72,0.83,57.76,4.18,1.92
856,Hospital_856,Maharashtra,Urban,4812,400,227,12,75,752,60,209,272,8548,0.75,0.92,69.98,1.02,3.48
857,Hospital_857,Karnataka,Rural,166,324,324,64,104,399,165,446,129,12599,0.47,0.98,41.82,1.45,4.97
858,Hospital_858,Maharashtra,Urban,15955,244,244,76,95,621,159,843,268,12391,0.96,0.66,86.58,3.22,4.53
859,Hospital_859,Tamil Nadu,Urban,12578,326,40,38,123,251,150,549,27,16073,0.33,0.46,32,2.4,2.65
860,Hospital_860,Karnataka,Urban,7633,207,207,20,168,854,110,258,101,17334,0.92,0.46,28.22,4.25,3.42
861,Hospital_861,Tamil Nadu,Urban,15203,89,56,17,170,277,36,1206,173,10054,0.57,0.5,30.87,4.58,2.71
862,Hospital_862,Kerala,Rural,4716,312,143,91,138,684,2,1454,153,850,0.8,0.69,77.66,1.96,2.23
863,Hospital_863,Karnataka,Rural,13377,306,117,80,181,275,12,482,247,10000,0.76,0.59,50.03,4.05,3.05
864,Hospital_864,Kerala,Rural,17624,188,81,95,24,422,161,658,183,4504,0.42,0.72,54.17,3.14,1.99
865,Hospital_865,Karnataka,Urban,5830,81,81,26,46,443,87,438,92,11617,0.52,0.23,83.33,2.57,1.47
866,Hospital_866,Delhi,Rural,10824,368,368,31,164,789,192,1046,166,17128,0.67,0.28,83.5,4.15,3.56
867,Hospital_867,Maharashtra,Urban,11872,461,117,68,185,998,75,632,118,13515,0.89,0.98,17.01,3.26,4.37
868,Hospital_868,Delhi,Rural,16368,33,33,6,36,84,7,481,187,5234,0.97,1,55.43,3.54,1.51
869,Hospital_869,Kerala,Rural,13040,183,183,30,21,209,82,1347,259,13371,0.31,0.8,13.48,1.25,3.56
870,Hospital_870,Maharashtra,Rural,19823,439,281,96,76,622,8,400,262,15662,0.55,0.41,86.98,3.34,2.23
871,Hospital_871,Karnataka,Rural,17032,264,180,87,39,969,155,183,64,17324,0.77,0.96,83.86,2.2,1.58
872,Hospital_872,Maharashtra,Rural,14743,354,125,73,105,192,77,1139,164,12237,0.67,0.37,85.09,2.97,3.14
873,Hospital_873,Tamil Nadu,Urban,298,27,27,88,144,778,123,688,100,10159,0.96,0.79,70.78,1.89,4.7
874,Hospital_874,Maharashtra,Rural,17055,173,83,34,43,787,145,1278,135,17295,0.31,0.29,47.22,3.46,1.82
875,Hospital_875,Tamil Nadu,Urban,17274,55,55,12,41,647,41,1371,178,1313,0.61,0.72,41.07,1.59,3.82
876,Hospital_876,Maharashtra,Urban,9930,67,67,42,126,580,40,166,148,18614,0.77,0.81,40.13,1.49,1.64
877,Hospital_877,Tamil Nadu,Urban,13898,104,104,65,48,246,197,1340,14,7143,0.45,0.89,7.56,1.75,4.04
878,Hospital_878,Kerala,Urban,17658,47,47,85,105,600,160,198,75,13769,0.81,0.79,94.94,4.27,3.82
879,Hospital_879,Delhi,Urban,11569,215,215,69,180,953,88,1267,120,18858,0.36,0.94,45.58,1.13,3.85
880,Hospital_880,Karnataka,Rural,278,465,412,71,180,407,76,228,193,1049,0.62,0.62,93.08,3.92,4.99
881,Hospital_881,Maharashtra,Rural,18728,227,227,50,140,420,53,197,277,14952,0.77,0.74,88.05,1.23,0.79
882,Hospital_882,Delhi,Rural,17218,489,50,94,183,657,163,514,179,18821,0.49,0.5,83.03,3.37,2.01
883,Hospital_883,Karnataka,Rural,898,223,190,99,169,968,96,1025,253,703,0.35,0.21,59.24,4.09,3.19
884,Hospital_884,Karnataka,Urban,7701,483,166,76,52,232,97,618,147,16218,0.97,0.81,11.05,1.92,2.99
885,Hospital_885,Tamil Nadu,Rural,2895,326,326,47,90,72,55,1078,37,4088,0.94,0.9,33.07,1.78,3.93
886,Hospital_886,Kerala,Rural,12596,123,68,63,12,643,99,575,16,3036,0.95,0.34,60.76,2.16,0.33
887,Hospital_887,Kerala,Urban,4688,249,249,50,83,690,144,329,60,8798,0.98,0.22,2.33,3.8,3.55
888,Hospital_888,Delhi,Urban,7397,445,258,76,126,771,9,548,145,3201,0.43,0.33,5.22,2.02,3.71
889,Hospital_889,Kerala,Rural,3184,120,120,39,72,681,43,885,187,12589,0.41,0.92,68.09,3.01,0.4
890,Hospital_890,Maharashtra,Rural,11210,48,33,43,120,158,129,485,138,10911,0.32,0.44,88.93,1.54,2.74
891,Hospital_891,Kerala,Urban,831,146,146,96,49,437,141,865,206,8325,0.92,0.39,85.66,2.84,1.3
892,Hospital_892,Delhi,Rural,1229,357,357,55,27,644,168,1289,276,6474,0.83,0.21,17.65,3.5,4.03
893,Hospital_893,Kerala,Rural,1705,29,29,8,76,162,129,736,116,4590,0.74,0.44,91.21,1.29,0.34
894,Hospital_894,Maharashtra,Rural,12070,125,89,84,112,901,18,877,57,11059,0.95,0.77,69.93,4.26,0.82
895,Hospital_895,Tamil Nadu,Rural,11037,186,143,81,199,528,79,1018,147,9752,0.7,0.97,71.92,4.75,0.61
896,Hospital_896,Delhi,Urban,11462,485,430,88,147,669,88,1210,112,3046,0.39,0.45,31.1,1.77,0.42
897,Hospital_897,Tamil Nadu,Urban,3033,276,222,55,189,505,0,661,56,4236,0.42,0.39,71.88,4.04,3.04
898,Hospital_898,Tamil Nadu,Urban,15287,314,314,9,55,456,129,644,162,15100,0.39,0.91,71.27,2.25,4.36
899,Hospital_899,Tamil Nadu,Rural,5174,296,296,59,64,835,26,1353,15,2172,0.52,0.88,59.87,3.71,2.6
900,Hospital_900,Karnataka,Rural,14137,84,84,24,183,562,1,181,20,901,0.57,0.46,36.37,2.23,1.13
901,Hospital_901,Karnataka,Rural,7199,290,175,28,84,312,178,442,26,15822,0.86,0.26,81.29,4.45,1.78
902,Hospital_902,Tamil Nadu,Rural,17974,407,407,40,197,639,137,530,152,11691,0.43,0.99,93.81,2.39,1.87
903,Hospital_903,Delhi,Rural,993,207,207,38,106,303,18,677,281,4813,0.81,0.74,87.12,4.4,2.31
904,Hospital_904,Maharashtra,Urban,1490,336,336,58,35,690,140,468,75,15165,0.64,0.94,25.05,4.06,2.16
905,Hospital_905,Maharashtra,Rural,19873,423,407,38,164,857,175,1275,265,12144,1,0.47,45.12,1.79,3.39
906,Hospital_906,Kerala,Rural,4339,157,80,87,175,33,113,701,136,12326,0.84,0.72,34.9,1.63,1.77
907,Hospital_907,Delhi,Urban,18747,362,223,21,31,653,55,707,140,16971,0.98,0.74,71.04,4.12,3.35
908,Hospital_908,Karnataka,Rural,3532,124,124,9,35,746,199,511,27,16803,0.54,0.9,83.32,2.56,2.78
909,Hospital_909,Tamil Nadu,Urban,2471,53,53,93,172,291,183,1275,216,6779,0.39,0.99,22.36,4.8,0.34
910,Hospital_910,Kerala,Urban,1615,399,230,22,82,44,177,201,98,19089,0.65,0.29,94.78,4.77,4.61
911,Hospital_911,Maharashtra,Urban,16006,129,129,59,124,954,94,271,252,3467,0.39,0.7,68.06,3.77,0.97
912,Hospital_912,Karnataka,Urban,6426,451,451,57,60,341,172,128,26,4750,0.64,0.47,22.63,3,2.31
913,Hospital_913,Karnataka,Urban,14705,52,52,54,122,825,186,1273,232,3738,0.49,0.85,37.74,1.78,4.74
914,Hospital_914,Tamil Nadu,Rural,5686,373,194,76,155,700,166,148,219,9013,0.64,0.8,11.36,4.53,1.31
915,Hospital_915,Maharashtra,Urban,3017,250,216,95,180,122,148,961,108,3238,0.96,0.91,60.11,1.33,0.21
916,Hospital_916,Delhi,Urban,16001,336,336,83,21,885,182,262,22,5436,0.5,0.47,17.75,2.48,2.5
917,Hospital_917,Karnataka,Rural,17651,285,108,49,12,902,56,1216,279,2336,1,0.35,69.62,2.28,1.2
918,Hospital_918,Tamil Nadu,Rural,3893,201,201,17,129,59,101,751,196,19443,0.46,0.22,73.99,4.83,2.95
919,Hospital_919,Delhi,Urban,10047,359,167,20,144,254,168,1462,283,2068,0.45,0.4,48.45,1.47,4.1
920,Hospital_920,Maharashtra,Rural,15959,84,84,90,143,851,69,1447,142,11014,0.68,0.49,10.29,4.56,2.6
921,Hospital_921,Karnataka,Rural,1677,352,51,88,91,108,81,1125,23,14547,0.89,0.96,61.48,2.83,3.26
922,Hospital_922,Delhi,Urban,9588,20,20,17,54,119,48,1016,290,5220,0.82,0.59,37.85,1.19,3.36
923,Hospital_923,Delhi,Urban,18704,152,152,24,136,163,171,184,53,8457,0.81,0.65,95.02,3.92,4.12
924,Hospital_924,Delhi,Rural,9264,99,99,70,95,101,162,460,113,11655,0.5,0.9,51.81,1.4,3.47
925,Hospital_925,Karnataka,Urban,1130,290,236,51,124,608,90,1185,71,9044,0.32,0.91,8.15,1.95,4.88
926,Hospital_926,Karnataka,Urban,15981,260,260,23,176,590,4,834,62,7025,0.41,0.62,63.97,4.2,2.34
927,Hospital_927,Kerala,Rural,10885,47,47,49,188,248,198,1117,127,16583,0.54,0.29,78.16,1.62,0.35
928,Hospital_928,Maharashtra,Urban,6791,242,242,41,18,622,178,1470,140,8435,0.98,0.42,16.89,2.3,2.03
929,Hospital_929,Tamil Nadu,Urban,17397,42,27,58,160,885,56,310,208,7237,0.94,0.57,45.46,2.44,4.22
930,Hospital_930,Delhi,Urban,6458,128,86,10,21,414,185,792,45,3040,0.44,0.8,74.58,3.36,0.75
931,Hospital_931,Kerala,Urban,18665,126,54,18,125,532,91,594,288,17718,0.81,0.77,3.03,4.16,3.71
932,Hospital_932,Tamil Nadu,Urban,19681,164,164,8,97,800,35,437,225,17513,0.71,0.71,3.87,1.92,2.72
933,Hospital_933,Kerala,Rural,1562,388,380,90,71,817,137,1483,83,3486,0.33,0.9,68.01,1.82,4.51
934,Hospital_934,Karnataka,Rural,15611,373,352,59,113,216,177,65,64,15458,0.56,0.84,72.79,1.89,3.68
935,Hospital_935,Delhi,Urban,10670,416,149,38,82,293,164,711,21,6985,0.64,0.99,84.74,2.53,3.34
936,Hospital_936,Tamil Nadu,Rural,15997,417,186,31,86,609,111,151,92,12272,0.77,0.91,40.56,3.14,4.45
937,Hospital_937,Tamil Nadu,Urban,11746,158,158,11,49,672,147,1259,41,10652,0.51,0.36,39.59,1.05,4.55
938,Hospital_938,Tamil Nadu,Urban,15574,303,303,7,191,819,12,1000,95,13031,0.95,0.25,55.68,4.12,1.99
939,Hospital_939,Tamil Nadu,Urban,7137,317,101,51,144,602,121,980,241,6367,0.62,0.53,75.98,4.71,4.65
940,Hospital_940,Tamil Nadu,Urban,9599,499,31,6,26,987,108,74,284,5126,0.47,0.69,64.46,4.37,0.37
941,Hospital_941,Kerala,Urban,13486,118,118,84,128,581,146,1145,210,2762,0.52,0.71,33.41,1.15,3.84
942,Hospital_942,Delhi,Rural,6321,336,101,29,135,986,91,67,60,2914,0.83,0.41,35.31,3.1,1.75
943,Hospital_943,Karnataka,Rural,7869,142,142,64,187,391,101,619,265,10853,0.75,0.89,76.54,4.26,2.49
944,Hospital_944,Karnataka,Urban,17171,339,86,83,33,900,55,1066,250,16059,0.82,0.46,53.93,2.38,4.2
945,Hospital_945,Karnataka,Rural,14456,306,290,28,11,99,44,1405,214,12812,0.5,0.94,10.7,4.59,3.22
946,Hospital_946,Karnataka,Urban,18378,100,100,19,101,254,59,1170,205,5740,0.53,0.58,16.15,4.55,2.34
947,Hospital_947,Kerala,Rural,7489,476,188,99,170,306,195,880,253,14553,0.58,0.21,85.27,1.57,0.9
948,Hospital_948,Maharashtra,Urban,5022,29,29,18,158,838,184,1085,10,9549,0.43,0.33,99.88,2.97,4.7
949,Hospital_949,Delhi,Rural,13739,27,27,58,126,686,53,1084,98,5622,0.78,0.28,34.23,1.1,1.73
950,Hospital_950,Tamil Nadu,Urban,10103,424,374,82,62,591,36,212,291,5493,0.53,0.24,39.28,2.13,0.6
951,Hospital_951,Maharashtra,Urban,19667,224,224,10,55,564,36,1356,148,19376,0.53,0.77,16.29,4.25,2.86
952,Hospital_952,Karnataka,Rural,5278,334,289,82,54,456,13,921,96,16113,0.49,0.35,24.34,4.9,2.09
953,Hospital_953,Maharashtra,Rural,15340,453,28,85,18,146,94,884,11,8711,0.62,0.87,43.04,4.65,2.99
954,Hospital_954,Delhi,Urban,4068,216,92,22,15,752,171,1314,177,14015,0.84,0.41,29.15,1.17,1.24
955,Hospital_955,Tamil Nadu,Rural,2816,217,217,24,60,731,101,906,128,9497,0.88,0.23,70.44,4.71,1.96
956,Hospital_956,Tamil Nadu,Urban,16674,49,49,66,128,436,41,1118,89,16835,0.86,0.86,54.25,4.29,4.87
957,Hospital_957,Delhi,Rural,13611,498,274,85,44,657,0,1019,120,2675,0.73,0.57,82.41,4.47,4.69
958,Hospital_958,Delhi,Rural,17819,420,121,84,91,60,22,642,174,2905,0.5,0.68,72.73,4.66,4.34
959,Hospital_959,Karnataka,Urban,8281,478,260,44,190,806,191,304,228,7841,0.81,0.47,13.68,2.95,3.92
960,Hospital_960,Tamil Nadu,Rural,13095,39,39,43,156,488,27,116,14,11656,0.33,0.24,13.22,1.84,0.87
961,Hospital_961,Maharashtra,Rural,11398,67,67,56,34,316,131,967,224,16463,0.86,0.5,89.67,1.08,2.39
962,Hospital_962,Kerala,Urban,16862,476,177,36,148,616,168,663,204,18489,0.85,0.61,82.13,1.09,3.67
963,Hospital_963,Kerala,Rural,6480,149,149,77,26,620,187,1023,291,19441,0.77,0.21,47.32,3.57,1.38
964,Hospital_964,Delhi,Urban,715,312,312,31,45,61,17,652,15,16279,0.37,0.66,13.91,2.35,0.26
965,Hospital_965,Karnataka,Urban,18814,404,313,56,105,651,190,1115,67,18926,1,0.91,89.96,2.98,2.15
966,Hospital_966,Kerala,Urban,18238,151,151,67,30,298,188,433,111,1278,0.83,0.37,23.84,1.53,2.18
967,Hospital_967,Tamil Nadu,Urban,563,375,334,78,27,478,48,1307,57,3659,0.81,0.94,4.52,4.9,0.42
968,Hospital_968,Delhi,Urban,9258,73,73,67,197,52,46,1015,285,6895,0.34,0.28,92.5,1.52,1.67
969,Hospital_969,Maharashtra,Rural,3258,397,397,21,155,295,114,534,172,2246,0.58,0.86,81.08,2.78,4.59
970,Hospital_970,Delhi,Urban,13534,300,179,53,10,684,38,88,205,6474,0.36,0.87,69.65,2.77,1.33
971,Hospital_971,Maharashtra,Urban,5038,406,384,85,151,109,5,60,141,5650,0.55,0.41,4.37,1.03,2.89
972,Hospital_972,Delhi,Rural,5517,284,54,86,145,635,52,673,75,12632,0.7,0.97,53.31,3.67,2.49
973,Hospital_973,Delhi,Rural,8981,489,390,27,60,967,24,458,92,17304,0.92,0.53,65.71,3.15,4.32
974,Hospital_974,Delhi,Rural,5703,234,234,76,88,543,98,157,274,10543,0.5,0.31,76.18,2.99,3.3
975,Hospital_975,Maharashtra,Urban,2312,479,23,17,197,179,64,1167,238,18992,0.74,0.67,47.64,4.27,0.88
976,Hospital_976,Maharashtra,Urban,16866,477,240,27,171,948,132,133,282,5174,0.42,1,95.38,1.96,0.8
977,Hospital_977,Delhi,Urban,18740,309,166,61,45,477,192,107,228,4496,0.55,0.92,25.23,4.44,2.83
978,Hospital_978,Kerala,Rural,11795,62,62,66,71,727,7,1366,234,10050,0.96,0.42,7.9,4.46,0.33
979,Hospital_979,Karnataka,Urban,17896,93,93,58,138,418,38,1089,122,3126,0.82,0.66,33.94,4.31,2.03
980,Hospital_980,Karnataka,Rural,9875,369,46,24,94,838,110,1040,149,990,0.68,0.29,66.52,2.37,2.06
981,Hospital_981,Karnataka,Urban,14659,297,62,90,51,793,42,887,194,9987,0.48,0.57,73.98,1.65,1.06
982,Hospital_982,Maharashtra,Rural,6246,345,27,56,10,110,81,654,182,10773,0.57,0.62,74.11,2.9,1.57
983,Hospital_983,Maharashtra,Urban,471,261,261,27,63,728,122,1018,20,14184,0.41,0.45,11.96,2.04,1.72
984,Hospital_984,Kerala,Urban,5665,149,47,39,184,600,132,214,168,11866,0.55,0.59,88.62,1.21,0.16
985,Hospital_985,Karnataka,Urban,8902,369,196,71,109,485,3,486,214,16406,0.41,0.94,28.8,2.12,4.05
986,Hospital_986,Karnataka,Rural,8407,213,213,38,48,239,107,776,239,5489,0.86,0.6,21.78,2.88,4.79
987,Hospital_987,Delhi,Rural,7537,51,51,37,167,438,92,452,35,12521,0.36,0.86,61.83,1.45,1.52
988,Hospital_988,Maharashtra,Urban,546,125,125,50,16,398,128,1459,168,3880,0.43,0.45,21.97,4.78,0.65
989,Hospital_989,Karnataka,Urban,1491,419,309,85,159,745,93,1211,287,6189,0.78,0.98,51.3,3.62,4.77
990,Hospital_990,Kerala,Urban,11616,223,223,49,130,949,55,765,157,9103,0.93,0.27,41.3,1.55,3.73
991,Hospital_991,Kerala,Rural,17824,20,20,23,187,466,172,863,275,7973,0.98,0.67,23.97,4.25,4.47
992,Hospital_992,Karnataka,Urban,15554,264,224,98,54,983,192,771,92,2176,0.89,0.83,29.91,4.71,1.87
993,Hospital_993,Maharashtra,Urban,19423,91,91,91,83,165,2,580,35,8290,0.45,0.85,43.31,2.05,2.47
994,Hospital_994,Kerala,Urban,11991,451,325,19,129,252,21,342,80,5782,0.5,0.36,35.27,1.57,4.66
995,Hospital_995,Delhi,Urban,15098,325,99,82,81,390,199,1072,46,19595,0.91,0.52,38.78,2.29,2.35
996,Hospital_996,Kerala,Rural,6069,416,317,70,147,941,55,511,142,13876,0.92,0.7,73.81,4.33,3.39
997,Hospital_997,Tamil Nadu,Rural,9365,34,34,43,151,253,17,1446,135,9931,0.75,0.45,17.67,1.7,3.55
998,Hospital_998,Tamil Nadu,Urban,15961,72,17,22,55,745,152,1235,124,1102,0.52,0.73,63.13,4.12,4.2
999,Hospital_999,Maharashtra,Urban,5554,447,265,74,132,386,175,691,101,2437,0.46,0.5,68.14,3.87,4.88
1000,Hospital_1000,Karnataka,Rural,3250,27,27,63,127,500,115,93,251,7312,0.9,0.48,80.41,3.61,1.74
1001,Hospital_1001,Maharashtra,Rural,15486,349,217,36,84,592,83,1156,209,1567,0.44,0.29,84.89,2.73,1.31
1002,Hospital_1002,Maharashtra,Urban,6514,65,65,25,15,382,158,941,216,13901,0.76,0.23,16.71,2.47,0.48
1003,Hospital_1003,Maharashtra,Rural,4757,344,140,44,30,609,29,685,126,5752,0.98,0.87,14.69,1.34,4.3
1004,Hospital_1004,Maharashtra,Rural,10586,133,133,96,199,530,79,588,228,13972,0.79,0.59,61.86,2.43,1.53
1005,Hospital_1005,Delhi,Urban,14994,166,166,31,156,114,65,911,252,879,0.48,0.65,75.93,3.41,0.34
1006,Hospital_1006,Delhi,Rural,5580,185,185,6,112,861,9,568,291,5696,0.5,0.5,27.96,4.59,4.34
1007,Hospital_1007,Kerala,Rural,8133,398,151,84,97,235,198,1484,181,14381,0.37,0.31,53.06,4.33,2.6
1008,Hospital_1008,Tamil Nadu,Urban,1083,158,158,43,108,744,58,1414,85,12619,0.78,0.56,77.45,1.13,4.21
1009,Hospital_1009,Maharashtra,Urban,8643,136,105,90,71,835,50,760,218,9237,0.66,0.38,76.98,1.56,2.82
1010,Hospital_1010,Kerala,Rural,10016,318,35,60,116,731,122,138,114,5759,0.44,0.87,65.73,4.39,1.64
1011,Hospital_1011,Tamil Nadu,Urban,10243,295,120,17,92,883,136,1303,35,12133,0.46,0.99,8.8,4.76,0.74
1012,Hospital_1012,Karnataka,Rural,15681,423,423,60,190,562,53,1091,88,10961,0.31,0.91,6.01,1.22,2.24
1013,Hospital_1013,Delhi,Urban,2007,296,132,70,161,821,189,722,137,3422,0.98,0.62,39.46,3.81,0.23
1014,Hospital_1014,Tamil Nadu,Rural,9316,357,195,82,65,874,80,913,146,3887,0.88,0.7,3.64,2.46,3.05
1015,Hospital_1015,Karnataka,Urban,8837,332,332,60,199,154,136,939,45,15053,0.58,0.96,90.51,2.46,2.2
1016,Hospital_1016,Tamil Nadu,Rural,13857,197,177,32,171,102,8,1354,68,10562,0.96,0.63,2.99,3.57,0.79
1017,Hospital_1017,Delhi,Rural,4274,349,60,68,31,410,100,471,239,7459,0.77,0.71,3.93,4.24,2.7
1018,Hospital_1018,Delhi,Rural,15808,373,373,75,77,66,151,925,133,10447,0.83,0.7,17.37,2.1,4.02
1019,Hospital_1019,Kerala,Urban,9397,173,14,86,194,411,38,751,97,10059,0.78,0.77,63.07,3.82,4.88
1020,Hospital_1020,Maharashtra,Urban,2090,433,86,68,19,737,135,387,150,1051,0.83,0.71,54.61,3.54,2.68
